,ID,lat,lon,state,time,hour
64,303,30.576997,104.011792,0,2014-08-03 07:00:56,7
65,300,30.663249,104.11074,0,2014-08-03 07:00:56,7
66,296,30.646218,104.066448,1,2014-08-03 07:00:59,7
67,304,30.634123,104.03278,1,2014-08-03 07:01:02,7
68,313,30.678818,104.013646,1,2014-08-03 07:01:03,7
69,299,30.618975,104.067222,0,2014-08-03 07:01:03,7
70,298,30.635429,104.036703,1,2014-08-03 07:01:05,7
71,302,30.684763,104.103355,1,2014-08-03 07:01:05,7
72,300,30.663253000000005,104.110737,0,2014-08-03 07:01:06,7
73,317,30.624324,104.081495,0,2014-08-03 07:01:07,7
74,296,30.646236,104.066301,1,2014-08-03 07:01:09,7
75,312,30.629959000000003,103.99953,1,2014-08-03 07:01:09,7
76,306,30.747147,104.203695,1,2014-08-03 07:01:11,7
77,304,30.634024,104.032884,1,2014-08-03 07:01:12,7
78,299,30.618977,104.067221,0,2014-08-03 07:01:13,7
79,313,30.67882,104.013642,1,2014-08-03 07:01:13,7
80,308,30.642971000000006,104.039043,0,2014-08-03 07:01:13,7
81,314,30.667921000000003,104.110684,0,2014-08-03 07:01:14,7
82,302,30.685924,104.102635,1,2014-08-03 07:01:15,7
83,298,30.634066,104.037821,1,2014-08-03 07:01:15,7
84,310,30.624891,104.063537,0,2014-08-03 07:01:16,7
85,300,30.66325,104.110735,0,2014-08-03 07:01:16,7
86,297,30.60787,104.136689,1,2014-08-03 07:01:19,7
87,296,30.646320000000006,104.065375,1,2014-08-03 07:01:19,7
88,316,30.526872,104.056734,0,2014-08-03 07:01:20,7
89,304,30.631905,104.034886,1,2014-08-03 07:01:22,7
90,313,30.678821000000006,104.013644,1,2014-08-03 07:01:23,7
91,299,30.61898,104.067224,0,2014-08-03 07:01:23,7
92,302,30.686277,104.101287,1,2014-08-03 07:01:25,7
93,298,30.632862,104.038752,1,2014-08-03 07:01:25,7
94,300,30.663261,104.110736,0,2014-08-03 07:01:26,7
95,296,30.646459000000004,104.063842,1,2014-08-03 07:01:29,7
96,293,30.650496,104.174327,1,2014-08-03 07:01:31,7
97,304,30.631022,104.035685,1,2014-08-03 07:01:32,7
98,299,30.618977,104.067234,0,2014-08-03 07:01:33,7
99,313,30.678827,104.013643,1,2014-08-03 07:01:34,7
100,302,30.686964,104.099824,1,2014-08-03 07:01:35,7
101,298,30.631794,104.039579,1,2014-08-03 07:01:36,7
102,300,30.663272,104.110729,0,2014-08-03 07:01:37,7
103,312,30.627401000000006,103.994227,1,2014-08-03 07:01:40,7
104,296,30.646442,104.061846,1,2014-08-03 07:01:40,7
105,306,30.747737,104.203962,1,2014-08-03 07:01:42,7
106,304,30.630152,104.036612,1,2014-08-03 07:01:42,7
107,313,30.678833,104.013642,1,2014-08-03 07:01:44,7
108,299,30.619026,104.067239,0,2014-08-03 07:01:44,7
109,308,30.642971000000006,104.039043,0,2014-08-03 07:01:44,7
110,302,30.687565000000006,104.098558,1,2014-08-03 07:01:45,7
111,314,30.667941,104.110604,0,2014-08-03 07:01:45,7
112,298,30.631296000000006,104.039991,1,2014-08-03 07:01:46,7
113,310,30.624891,104.063537,0,2014-08-03 07:01:47,7
114,300,30.663288,104.11073,0,2014-08-03 07:01:47,7
115,296,30.646256,104.061252,1,2014-08-03 07:01:50,7
116,294,30.701022,104.105498,0,2014-08-03 07:01:50,7
117,316,30.52685,104.056377,0,2014-08-03 07:01:51,7
118,304,30.629489000000003,104.037357,1,2014-08-03 07:01:52,7
119,299,30.619422,104.067316,0,2014-08-03 07:01:54,7
120,313,30.678834,104.013643,1,2014-08-03 07:01:54,7
121,311,30.617024,104.17445,0,2014-08-03 07:01:54,7
122,300,30.663301,104.11074,0,2014-08-03 07:01:55,7
123,302,30.688318,104.097084,1,2014-08-03 07:01:56,7
124,298,30.630321,104.040732,1,2014-08-03 07:01:56,7
125,295,30.676361,104.090536,0,2014-08-03 07:01:56,7
126,303,30.577049,104.011738,0,2014-08-03 07:01:57,7
127,296,30.646063,104.060738,1,2014-08-03 07:02:00,7
128,304,30.628879,104.038366,1,2014-08-03 07:02:02,7
129,299,30.619609000000004,104.068021,0,2014-08-03 07:02:04,7
130,313,30.678832,104.013648,1,2014-08-03 07:02:04,7
131,300,30.663297,104.110757,0,2014-08-03 07:02:05,7
132,302,30.688975,104.095811,1,2014-08-03 07:02:06,7
133,298,30.629561,104.041356,1,2014-08-03 07:02:06,7
134,317,30.624301000000006,104.081483,0,2014-08-03 07:02:08,7
135,296,30.646262,104.060294,1,2014-08-03 07:02:10,7
136,312,30.625631,103.990556,1,2014-08-03 07:02:11,7
137,306,30.751452,104.205557,1,2014-08-03 07:02:12,7
138,304,30.628274,104.039714,1,2014-08-03 07:02:12,7
139,299,30.619644,104.068682,0,2014-08-03 07:02:12,7
140,313,30.678832,104.01365,1,2014-08-03 07:02:14,7
141,308,30.642971000000006,104.039043,0,2014-08-03 07:02:15,7
142,300,30.663285,104.110763,0,2014-08-03 07:02:15,7
143,314,30.667997,104.110414,0,2014-08-03 07:02:16,7
144,302,30.689581,104.094425,1,2014-08-03 07:02:16,7
145,297,30.607861,104.136688,1,2014-08-03 07:02:18,7
146,296,30.646288,104.060251,1,2014-08-03 07:02:18,7
147,310,30.624891,104.063537,0,2014-08-03 07:02:18,7
148,304,30.627573,104.041243,1,2014-08-03 07:02:22,7
149,299,30.619916,104.06948,0,2014-08-03 07:02:22,7
150,316,30.52685,104.056377,0,2014-08-03 07:02:22,7
151,313,30.678839,104.013714,1,2014-08-03 07:02:24,7
152,300,30.663293,104.110758,0,2014-08-03 07:02:25,7
153,298,30.630138,104.042395,1,2014-08-03 07:02:26,7
154,302,30.690345,104.092987,1,2014-08-03 07:02:26,7
155,296,30.646316,104.060214,1,2014-08-03 07:02:28,7
156,293,30.650463,104.174343,1,2014-08-03 07:02:30,7
157,304,30.626696000000006,104.042894,1,2014-08-03 07:02:33,7
158,313,30.679473,104.014269,1,2014-08-03 07:02:34,7
159,302,30.691014000000006,104.091626,1,2014-08-03 07:02:36,7
160,298,30.630397,104.042476,1,2014-08-03 07:02:36,7
161,300,30.663305,104.110752,0,2014-08-03 07:02:36,7
162,296,30.646327000000007,104.060204,1,2014-08-03 07:02:38,7
163,316,30.526662,104.056191,0,2014-08-03 07:02:41,7
164,312,30.62547,103.99027,1,2014-08-03 07:02:42,7
165,304,30.625872,104.044557,1,2014-08-03 07:02:43,7
166,306,30.756508,104.207766,1,2014-08-03 07:02:43,7
167,313,30.680418,104.015201,1,2014-08-03 07:02:45,7
168,302,30.691431,104.090633,1,2014-08-03 07:02:46,7
169,300,30.663312,104.110737,0,2014-08-03 07:02:46,7
170,308,30.642971000000006,104.039043,0,2014-08-03 07:02:46,7
171,298,30.630438,104.042454,1,2014-08-03 07:02:46,7
172,314,30.667937,104.11055,0,2014-08-03 07:02:47,7
173,310,30.624891,104.063537,0,2014-08-03 07:02:48,7
174,296,30.646328000000004,104.060203,1,2014-08-03 07:02:49,7
175,294,30.70102,104.10549,0,2014-08-03 07:02:50,7
176,304,30.625008,104.046344,1,2014-08-03 07:02:53,7
177,311,30.616955,104.174562,0,2014-08-03 07:02:55,7
178,313,30.680163,104.016638,1,2014-08-03 07:02:55,7
179,298,30.630426,104.042501,1,2014-08-03 07:02:56,7
180,302,30.691555,104.09043,1,2014-08-03 07:02:56,7
181,300,30.663326,104.110738,0,2014-08-03 07:02:56,7
182,303,30.577057,104.011742,0,2014-08-03 07:02:57,7
183,295,30.676372,104.090517,0,2014-08-03 07:02:57,7
184,296,30.646319,104.060191,1,2014-08-03 07:02:59,7
185,304,30.624131,104.048182,1,2014-08-03 07:03:03,7
186,313,30.679696000000003,104.018254,1,2014-08-03 07:03:05,7
187,298,30.630402,104.042545,1,2014-08-03 07:03:06,7
188,300,30.663335,104.110749,0,2014-08-03 07:03:06,7
189,317,30.624201,104.08141,0,2014-08-03 07:03:06,7
190,302,30.691987,104.089762,1,2014-08-03 07:03:07,7
191,296,30.646315,104.06017,1,2014-08-03 07:03:09,7
192,316,30.523578000000004,104.055697,0,2014-08-03 07:03:12,7
193,312,30.62547,103.99027,1,2014-08-03 07:03:12,7
194,313,30.679296,104.019576,1,2014-08-03 07:03:13,7
195,304,30.623333,104.050097,1,2014-08-03 07:03:13,7
196,306,30.761713,104.210073,1,2014-08-03 07:03:14,7
197,302,30.692562,104.088773,1,2014-08-03 07:03:15,7
198,308,30.642971000000006,104.039043,0,2014-08-03 07:03:16,7
199,300,30.663354,104.110764,0,2014-08-03 07:03:16,7
200,314,30.667990000000003,104.110529,0,2014-08-03 07:03:17,7
201,297,30.607873,104.136724,1,2014-08-03 07:03:18,7
202,296,30.646454,104.059702,1,2014-08-03 07:03:18,7
203,313,30.678897,104.021173,1,2014-08-03 07:03:23,7
204,304,30.622462,104.051913,1,2014-08-03 07:03:23,7
205,298,30.630387,104.042536,0,2014-08-03 07:03:24,7
206,305,30.612613,103.962517,0,2014-08-03 07:03:25,7
207,302,30.693294,104.087515,1,2014-08-03 07:03:25,7
208,300,30.663351,104.110752,0,2014-08-03 07:03:26,7
209,296,30.646487,104.058574,1,2014-08-03 07:03:29,7
210,312,30.625045,103.990017,1,2014-08-03 07:03:30,7
211,293,30.65046,104.174278,1,2014-08-03 07:03:31,7
212,298,30.630383,104.042533,0,2014-08-03 07:03:32,7
213,299,30.620094,104.074292,0,2014-08-03 07:03:33,7
214,304,30.621577,104.05373,1,2014-08-03 07:03:33,7
215,313,30.67853,104.022596,1,2014-08-03 07:03:33,7
216,302,30.693795,104.086208,1,2014-08-03 07:03:35,7
217,300,30.663317,104.11075,0,2014-08-03 07:03:37,7
218,296,30.647172,104.057194,1,2014-08-03 07:03:39,7
219,298,30.630379,104.042533,0,2014-08-03 07:03:42,7
220,313,30.678231,104.02358,1,2014-08-03 07:03:43,7
221,299,30.620263,104.07558,0,2014-08-03 07:03:43,7
222,316,30.520203,104.055235,0,2014-08-03 07:03:43,7
223,304,30.620682,104.055563,1,2014-08-03 07:03:43,7
224,302,30.694008,104.08556,1,2014-08-03 07:03:45,7
225,306,30.767086,104.212425,1,2014-08-03 07:03:45,7
226,308,30.642971000000006,104.039043,0,2014-08-03 07:03:47,7
227,300,30.66334,104.110592,0,2014-08-03 07:03:47,7
228,314,30.667852000000003,104.110555,0,2014-08-03 07:03:48,7
229,296,30.647881,104.056823,1,2014-08-03 07:03:49,7
230,316,30.519994,104.055297,0,2014-08-03 07:03:50,7
231,294,30.701011,104.105532,0,2014-08-03 07:03:51,7
232,298,30.630375,104.042533,0,2014-08-03 07:03:52,7
233,299,30.620273,104.076578,0,2014-08-03 07:03:53,7
234,304,30.620032,104.057486,1,2014-08-03 07:03:53,7
235,313,30.67789,104.024737,1,2014-08-03 07:03:54,7
236,302,30.694278000000004,104.084077,1,2014-08-03 07:03:55,7
237,311,30.616991,104.174493,0,2014-08-03 07:03:55,7
238,295,30.676355,104.090528,0,2014-08-03 07:03:56,7
239,312,30.622004,103.989969,1,2014-08-03 07:03:57,7
240,300,30.663323,104.110502,0,2014-08-03 07:03:57,7
241,303,30.577057,104.011736,0,2014-08-03 07:03:57,7
242,296,30.648022,104.056729,1,2014-08-03 07:03:59,7
243,298,30.630372,104.042537,0,2014-08-03 07:04:02,7
244,304,30.619895,104.059165,1,2014-08-03 07:04:03,7
245,313,30.677854,104.024841,1,2014-08-03 07:04:04,7
246,299,30.620291,104.076758,0,2014-08-03 07:04:04,7
247,302,30.694415000000006,104.082657,1,2014-08-03 07:04:05,7
248,300,30.663169,104.111009,0,2014-08-03 07:04:07,7
249,317,30.624334,104.081432,0,2014-08-03 07:04:07,7
250,314,30.667837,104.110635,0,2014-08-03 07:04:09,7
251,296,30.648023,104.056738,1,2014-08-03 07:04:10,7
252,308,30.642971000000006,104.039043,0,2014-08-03 07:04:11,7
253,298,30.630366,104.042534,0,2014-08-03 07:04:12,7
254,316,30.520042,104.055397,0,2014-08-03 07:04:13,7
255,304,30.619943,104.060518,1,2014-08-03 07:04:13,7
256,313,30.677848,104.024847,1,2014-08-03 07:04:14,7
257,299,30.620923,104.076811,0,2014-08-03 07:04:14,7
258,302,30.694553000000006,104.082198,1,2014-08-03 07:04:15,7
259,306,30.772203,104.214679,1,2014-08-03 07:04:16,7
260,316,30.520225,104.055315,0,2014-08-03 07:04:17,7
261,300,30.662366,104.110942,0,2014-08-03 07:04:17,7
262,308,30.642971000000006,104.039043,0,2014-08-03 07:04:18,7
263,314,30.667809,104.110624,0,2014-08-03 07:04:19,7
264,297,30.607937,104.136701,1,2014-08-03 07:04:19,7
265,296,30.648025,104.056745,1,2014-08-03 07:04:20,7
266,298,30.630347,104.042557,0,2014-08-03 07:04:22,7
267,304,30.619981,104.061963,1,2014-08-03 07:04:23,7
268,312,30.620420000000006,103.987644,1,2014-08-03 07:04:23,7
269,299,30.621631,104.077174,0,2014-08-03 07:04:24,7
270,313,30.677845,104.02485,1,2014-08-03 07:04:24,7
271,305,30.612538,103.96145,0,2014-08-03 07:04:26,7
272,300,30.661678,104.110601,0,2014-08-03 07:04:27,7
273,293,30.650436,104.174284,1,2014-08-03 07:04:30,7
274,296,30.648028000000004,104.056744,1,2014-08-03 07:04:30,7
275,298,30.630313,104.042521,0,2014-08-03 07:04:32,7
276,304,30.620014,104.06363,1,2014-08-03 07:04:33,7
277,313,30.67782,104.024926,1,2014-08-03 07:04:34,7
278,299,30.622357,104.077455,0,2014-08-03 07:04:34,7
279,302,30.694665000000004,104.081919,1,2014-08-03 07:04:36,7
280,300,30.6617,104.109524,0,2014-08-03 07:04:37,7
281,296,30.648158,104.056635,1,2014-08-03 07:04:40,7
282,310,30.624849,104.063534,0,2014-08-03 07:04:42,7
283,298,30.629973,104.042295,0,2014-08-03 07:04:42,7
284,304,30.620046,104.065259,1,2014-08-03 07:04:43,7
285,302,30.694728,104.081219,1,2014-08-03 07:04:44,7
286,299,30.623337,104.077223,0,2014-08-03 07:04:44,7
287,300,30.661742,104.10842,0,2014-08-03 07:04:45,7
288,306,30.777644,104.21708,1,2014-08-03 07:04:47,7
289,316,30.523332,104.055789,0,2014-08-03 07:04:48,7
290,308,30.642971000000006,104.039043,0,2014-08-03 07:04:49,7
291,296,30.648807,104.055938,1,2014-08-03 07:04:50,7
292,314,30.667881,104.110624,0,2014-08-03 07:04:50,7
293,294,30.700998,104.10553,0,2014-08-03 07:04:51,7
294,298,30.629393,104.041861,0,2014-08-03 07:04:52,7
295,299,30.624185,104.07712,0,2014-08-03 07:04:52,7
296,304,30.620105,104.067308,1,2014-08-03 07:04:53,7
297,311,30.616999999999997,104.174487,0,2014-08-03 07:04:54,7
298,302,30.694658,104.080754,1,2014-08-03 07:04:54,7
299,312,30.618573,103.987851,1,2014-08-03 07:04:54,7
300,313,30.678369,104.026493,1,2014-08-03 07:04:54,7
301,300,30.661795,104.107015,0,2014-08-03 07:04:56,7
302,295,30.676387,104.090516,0,2014-08-03 07:04:57,7
303,303,30.577069,104.011735,0,2014-08-03 07:04:57,7
304,296,30.64992,104.055175,1,2014-08-03 07:05:00,7
305,313,30.679127,104.027568,1,2014-08-03 07:05:02,7
306,298,30.629463,104.041605,0,2014-08-03 07:05:02,7
307,299,30.625488,104.076933,0,2014-08-03 07:05:03,7
308,304,30.620166,104.069155,1,2014-08-03 07:05:03,7
309,302,30.694626,104.080668,1,2014-08-03 07:05:04,7
310,300,30.661853000000004,104.105795,0,2014-08-03 07:05:06,7
311,317,30.624348,104.081437,0,2014-08-03 07:05:08,7
312,296,30.651249,104.054072,1,2014-08-03 07:05:10,7
313,310,30.624849,104.063534,0,2014-08-03 07:05:12,7
314,313,30.68008,104.028665,1,2014-08-03 07:05:12,7
315,298,30.629455,104.041586,0,2014-08-03 07:05:12,7
316,299,30.626732,104.076775,0,2014-08-03 07:05:13,7
317,304,30.620133000000006,104.070866,1,2014-08-03 07:05:13,7
318,302,30.694614,104.080638,1,2014-08-03 07:05:14,7
319,300,30.661926,104.104511,0,2014-08-03 07:05:16,7
320,306,30.782509,104.219534,1,2014-08-03 07:05:17,7
321,297,30.607936,104.136676,1,2014-08-03 07:05:19,7
322,316,30.526265,104.056281,0,2014-08-03 07:05:19,7
323,308,30.642971000000006,104.039043,0,2014-08-03 07:05:20,7
324,314,30.667842,104.110709,0,2014-08-03 07:05:20,7
325,298,30.629406,104.041559,0,2014-08-03 07:05:22,7
326,313,30.681291,104.030016,1,2014-08-03 07:05:22,7
327,299,30.628015,104.076656,0,2014-08-03 07:05:23,7
328,304,30.620142,104.072453,1,2014-08-03 07:05:23,7
329,312,30.618375,103.98795,1,2014-08-03 07:05:24,7
330,305,30.608648,103.953005,0,2014-08-03 07:05:25,7
331,302,30.694601,104.080483,1,2014-08-03 07:05:25,7
332,300,30.662003,104.10322,0,2014-08-03 07:05:26,7
333,312,30.61823,103.988218,1,2014-08-03 07:05:29,7
334,293,30.650458,104.174288,1,2014-08-03 07:05:31,7
335,313,30.682356,104.031196,1,2014-08-03 07:05:32,7
336,304,30.620164000000006,104.074339,1,2014-08-03 07:05:33,7
337,298,30.629339,104.041516,0,2014-08-03 07:05:33,7
338,299,30.628993,104.076621,0,2014-08-03 07:05:33,7
339,302,30.694579,104.080461,1,2014-08-03 07:05:35,7
340,300,30.662095,104.102502,0,2014-08-03 07:05:36,7
341,313,30.683314000000006,104.032289,1,2014-08-03 07:05:42,7
342,298,30.629323,104.041503,0,2014-08-03 07:05:43,7
343,310,30.624849,104.063534,0,2014-08-03 07:05:43,7
344,304,30.620193,104.076008,1,2014-08-03 07:05:43,7
345,302,30.694528,104.080466,1,2014-08-03 07:05:45,7
346,300,30.662876,104.102181,0,2014-08-03 07:05:46,7
347,306,30.786238,104.224633,1,2014-08-03 07:05:48,7
348,316,30.52642,104.056291,0,2014-08-03 07:05:50,7
349,308,30.642971000000006,104.039043,0,2014-08-03 07:05:51,7
350,294,30.700942,104.105515,0,2014-08-03 07:05:51,7
351,314,30.667791,104.110655,0,2014-08-03 07:05:51,7
352,298,30.629322,104.041498,0,2014-08-03 07:05:53,7
353,313,30.684286,104.033431,1,2014-08-03 07:05:53,7
354,299,30.630169,104.076533,1,2014-08-03 07:05:54,7
355,304,30.620078000000003,104.076718,1,2014-08-03 07:05:54,7
356,295,30.676378000000003,104.09051,0,2014-08-03 07:05:55,7
357,311,30.616997,104.174469,0,2014-08-03 07:05:55,7
358,302,30.694497,104.080282,1,2014-08-03 07:05:55,7
359,303,30.577070000000006,104.011708,0,2014-08-03 07:05:55,7
360,300,30.663868,104.101782,0,2014-08-03 07:05:56,7
361,312,30.618983,103.991155,1,2014-08-03 07:05:58,7
362,298,30.629337,104.041502,0,2014-08-03 07:06:03,7
363,313,30.685041,104.034294,1,2014-08-03 07:06:03,7
364,304,30.620228000000004,104.076794,1,2014-08-03 07:06:04,7
365,302,30.694444,104.080161,1,2014-08-03 07:06:05,7
366,300,30.664036,104.101702,0,2014-08-03 07:06:06,7
367,317,30.62428,104.081633,0,2014-08-03 07:06:07,7
368,296,30.65159,104.046718,0,2014-08-03 07:06:08,7
369,313,30.685756,104.035173,1,2014-08-03 07:06:13,7
370,298,30.62956,104.041241,0,2014-08-03 07:06:13,7
371,310,30.624849,104.063534,0,2014-08-03 07:06:14,7
372,304,30.620947,104.076861,1,2014-08-03 07:06:14,7
373,302,30.694445,104.079359,1,2014-08-03 07:06:15,7
374,296,30.651584000000003,104.046715,0,2014-08-03 07:06:16,7
375,300,30.664168,104.101623,0,2014-08-03 07:06:17,7
376,297,30.607948,104.13666,1,2014-08-03 07:06:18,7
377,306,30.789017,104.229964,1,2014-08-03 07:06:19,7
378,308,30.642971000000006,104.039043,0,2014-08-03 07:06:21,7
379,316,30.526647,104.056334,0,2014-08-03 07:06:21,7
380,314,30.66781,104.110689,0,2014-08-03 07:06:22,7
381,298,30.630223,104.040806,0,2014-08-03 07:06:23,7
382,313,30.686389,104.035897,1,2014-08-03 07:06:23,7
383,304,30.621887,104.077113,1,2014-08-03 07:06:24,7
384,302,30.694521,104.07827,1,2014-08-03 07:06:25,7
385,296,30.65158,104.046704,0,2014-08-03 07:06:26,7
386,305,30.60435,103.94333,0,2014-08-03 07:06:26,7
387,300,30.665017,104.101317,0,2014-08-03 07:06:27,7
388,312,30.617357,103.991831,1,2014-08-03 07:06:29,7
389,304,30.622708000000006,104.077115,1,2014-08-03 07:06:32,7
390,293,30.65049,104.174317,1,2014-08-03 07:06:32,7
391,298,30.630956,104.040263,0,2014-08-03 07:06:33,7
392,313,30.687337,104.036898,1,2014-08-03 07:06:33,7
393,302,30.694502000000004,104.076837,1,2014-08-03 07:06:35,7
394,296,30.651687,104.046587,0,2014-08-03 07:06:36,7
395,300,30.666114,104.100851,0,2014-08-03 07:06:37,7
396,304,30.62373,104.076977,1,2014-08-03 07:06:42,7
397,298,30.631302,104.040011,0,2014-08-03 07:06:43,7
398,313,30.688365,104.03814,1,2014-08-03 07:06:43,7
399,310,30.624849,104.063534,0,2014-08-03 07:06:45,7
400,296,30.651779,104.045565,0,2014-08-03 07:06:46,7
401,302,30.694826000000006,104.075354,1,2014-08-03 07:06:46,7
402,300,30.667316,104.100391,0,2014-08-03 07:06:47,7
403,306,30.789762,104.231296,1,2014-08-03 07:06:50,7
404,294,30.700988,104.105508,0,2014-08-03 07:06:51,7
405,308,30.642971000000006,104.039043,0,2014-08-03 07:06:52,7
406,304,30.625161,104.076834,1,2014-08-03 07:06:52,7
407,316,30.529715000000003,104.056783,0,2014-08-03 07:06:52,7
408,314,30.667822,104.110689,0,2014-08-03 07:06:53,7
409,311,30.616997,104.174488,0,2014-08-03 07:06:53,7
410,298,30.631308,104.040015,0,2014-08-03 07:06:53,7
411,313,30.68953,104.039507,1,2014-08-03 07:06:54,7
412,303,30.577077000000006,104.011705,0,2014-08-03 07:06:55,7
413,296,30.651770000000006,104.043927,0,2014-08-03 07:06:56,7
414,302,30.69483,104.074071,1,2014-08-03 07:06:56,7
415,295,30.676381,104.090515,0,2014-08-03 07:06:56,7
416,300,30.66806,104.1002,0,2014-08-03 07:06:57,7
417,312,30.61485,103.993331,1,2014-08-03 07:07:00,7
418,304,30.626766,104.076658,1,2014-08-03 07:07:02,7
419,298,30.631741,104.039682,0,2014-08-03 07:07:03,7
420,313,30.690684,104.040824,1,2014-08-03 07:07:04,7
421,302,30.694884,104.07366,1,2014-08-03 07:07:06,7
422,296,30.651748,104.041897,0,2014-08-03 07:07:06,7
423,317,30.624449,104.08133,0,2014-08-03 07:07:07,7
424,300,30.668392,104.101025,0,2014-08-03 07:07:07,7
425,306,30.79004,104.231489,1,2014-08-03 07:07:11,7
426,304,30.628265000000006,104.076534,1,2014-08-03 07:07:12,7
427,313,30.691923,104.042195,1,2014-08-03 07:07:14,7
428,302,30.69499,104.073633,1,2014-08-03 07:07:16,7
429,296,30.651721,104.040149,0,2014-08-03 07:07:16,7
430,310,30.624849,104.063534,0,2014-08-03 07:07:16,7
431,300,30.668581,104.101315,0,2014-08-03 07:07:18,7
432,297,30.607972,104.136659,1,2014-08-03 07:07:19,7
433,316,30.532914,104.05728,0,2014-08-03 07:07:22,7
434,314,30.667742,104.110793,0,2014-08-03 07:07:23,7
435,308,30.642971000000006,104.039043,0,2014-08-03 07:07:23,7
436,313,30.692764,104.043404,1,2014-08-03 07:07:24,7
437,305,30.603901,103.942264,0,2014-08-03 07:07:25,7
438,302,30.695195,104.073821,1,2014-08-03 07:07:26,7
439,298,30.633503,104.038372,0,2014-08-03 07:07:26,7
440,296,30.651208,104.038178,0,2014-08-03 07:07:26,7
441,293,30.650515,104.174245,1,2014-08-03 07:07:31,7
442,312,30.61285,103.995064,1,2014-08-03 07:07:31,7
